DIA|HORA|BOT|PROCESO|COMENTARIO|ESTADO
2023-01-17|14:40:04.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 145 Realizada|SATISFACTORIO
2023-01-17|14:40:04.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 146 Realizada|SATISFACTORIO
2023-01-17|14:40:04.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 147 Realizada|SATISFACTORIO
2023-01-17|14:40:04.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 148 Realizada|SATISFACTORIO
2023-01-17|14:40:04.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 149 Realizada|SATISFACTORIO
2023-01-17|14:40:04.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 150 Realizada|SATISFACTORIO
2023-01-17|14:40:04.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 151 Realizada|SATISFACTORIO
2023-01-17|14:40:04.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 152 Realizada|SATISFACTORIO
2023-01-17|14:40:04.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 153 Realizada|SATISFACTORIO
2023-01-17|14:40:05.010||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 154 Realizada|SATISFACTORIO
2023-01-17|14:40:05.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 155 Realizada|SATISFACTORIO
2023-01-17|14:40:05.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 156 Realizada|SATISFACTORIO
2023-01-17|14:40:05.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 157 Realizada|SATISFACTORIO
2023-01-17|14:40:05.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 158 Realizada|SATISFACTORIO
2023-01-17|14:40:05.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 159 Realizada|SATISFACTORIO
2023-01-17|14:40:05.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 160 Realizada|SATISFACTORIO
2023-01-17|14:40:05.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 161 Realizada|SATISFACTORIO
2023-01-17|14:40:05.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 162 Realizada|SATISFACTORIO
2023-01-17|14:40:05.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 163 Realizada|SATISFACTORIO
2023-01-17|14:40:06.010||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 164 Realizada|SATISFACTORIO
2023-01-17|14:40:06.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 165 Realizada|SATISFACTORIO
2023-01-17|14:40:06.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 166 Realizada|SATISFACTORIO
2023-01-17|14:40:06.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 167 Realizada|SATISFACTORIO
2023-01-17|14:40:06.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 168 Realizada|SATISFACTORIO
2023-01-17|14:40:06.460||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 169 Realizada|SATISFACTORIO
2023-01-17|14:40:06.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 170 Realizada|SATISFACTORIO
2023-01-17|14:40:06.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 171 Realizada|SATISFACTORIO
2023-01-17|14:40:06.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 172 Realizada|SATISFACTORIO
2023-01-17|14:40:06.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 173 Realizada|SATISFACTORIO
2023-01-17|14:40:06.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 174 Realizada|SATISFACTORIO
2023-01-17|14:40:06.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 175 Realizada|SATISFACTORIO
2023-01-17|14:40:07.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 176 Realizada|SATISFACTORIO
2023-01-17|14:40:07.170||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 177 Realizada|SATISFACTORIO
2023-01-17|14:40:07.260||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 178 Realizada|SATISFACTORIO
2023-01-17|14:40:07.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 179 Realizada|SATISFACTORIO
2023-01-17|14:40:07.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 180 Realizada|SATISFACTORIO
2023-01-17|14:40:07.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 181 Realizada|SATISFACTORIO
2023-01-17|14:40:07.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 182 Realizada|SATISFACTORIO
2023-01-17|14:40:07.680||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 183 Realizada|SATISFACTORIO
2023-01-17|14:40:07.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 184 Realizada|SATISFACTORIO
2023-01-17|14:40:07.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 185 Realizada|SATISFACTORIO
2023-01-17|14:40:07.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 186 Realizada|SATISFACTORIO
2023-01-17|14:40:07.990||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 187 Realizada|SATISFACTORIO
2023-01-17|14:40:08.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 188 Realizada|SATISFACTORIO
2023-01-17|14:40:08.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 189 Realizada|SATISFACTORIO
2023-01-17|14:40:08.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 190 Realizada|SATISFACTORIO
2023-01-17|14:40:08.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 191 Realizada|SATISFACTORIO
2023-01-17|14:40:08.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 192 Realizada|SATISFACTORIO
2023-01-17|14:40:08.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 193 Realizada|SATISFACTORIO
2023-01-17|14:40:08.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 194 Realizada|SATISFACTORIO
2023-01-17|14:40:08.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 195 Realizada|SATISFACTORIO
2023-01-17|14:40:08.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 196 Realizada|SATISFACTORIO
2023-01-17|14:40:08.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 197 Realizada|SATISFACTORIO
2023-01-17|14:40:08.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 198 Realizada|SATISFACTORIO
2023-01-17|14:40:09.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 199 Realizada|SATISFACTORIO
2023-01-17|14:40:09.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 200 Realizada|SATISFACTORIO
2023-01-17|14:40:09.180||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 201 Realizada|SATISFACTORIO
2023-01-17|14:40:09.290||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 202 Realizada|SATISFACTORIO
2023-01-17|14:40:09.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 203 Realizada|SATISFACTORIO
2023-01-17|14:40:09.510||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 204 Realizada|SATISFACTORIO
2023-01-17|14:40:09.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 205 Realizada|SATISFACTORIO
2023-01-17|14:40:09.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 206 Realizada|SATISFACTORIO
2023-01-17|14:40:09.810||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 207 Realizada|SATISFACTORIO
2023-01-17|14:40:09.900||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 208 Realizada|SATISFACTORIO
2023-01-17|14:40:09.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 209 Realizada|SATISFACTORIO
2023-01-17|14:40:10.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 210 Realizada|SATISFACTORIO
2023-01-17|14:40:10.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 211 Realizada|SATISFACTORIO
2023-01-17|14:40:10.240||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 212 Realizada|SATISFACTORIO
2023-01-17|14:40:10.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 213 Realizada|SATISFACTORIO
2023-01-17|14:40:10.440||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 214 Realizada|SATISFACTORIO
2023-01-17|14:40:10.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 215 Realizada|SATISFACTORIO
2023-01-17|14:40:10.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 216 Realizada|SATISFACTORIO
2023-01-17|14:40:10.760||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 217 Realizada|SATISFACTORIO
2023-01-17|14:40:10.870||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 218 Realizada|SATISFACTORIO
2023-01-17|14:40:10.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 219 Realizada|SATISFACTORIO
2023-01-17|14:40:11.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 220 Realizada|SATISFACTORIO
2023-01-17|14:40:11.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 221 Realizada|SATISFACTORIO
2023-01-17|14:40:11.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 222 Realizada|SATISFACTORIO
2023-01-17|14:40:11.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 223 Realizada|SATISFACTORIO
2023-01-17|14:40:11.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 224 Realizada|SATISFACTORIO
2023-01-17|14:40:11.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 225 Realizada|SATISFACTORIO
2023-01-17|14:40:11.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 226 Realizada|SATISFACTORIO
2023-01-17|14:40:11.720||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 227 Realizada|SATISFACTORIO
2023-01-17|14:40:11.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 228 Realizada|SATISFACTORIO
2023-01-17|14:40:11.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 229 Realizada|SATISFACTORIO
2023-01-17|14:40:12.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 230 Realizada|SATISFACTORIO
2023-01-17|14:40:12.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 231 Realizada|SATISFACTORIO
2023-01-17|14:40:12.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 232 Realizada|SATISFACTORIO
2023-01-17|14:40:12.290||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 233 Realizada|SATISFACTORIO
2023-01-17|14:40:12.440||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 234 Realizada|SATISFACTORIO
2023-01-17|14:40:12.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 235 Realizada|SATISFACTORIO
2023-01-17|14:40:12.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 236 Realizada|SATISFACTORIO
2023-01-17|14:40:12.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 237 Realizada|SATISFACTORIO
2023-01-17|14:40:12.860||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 238 Realizada|SATISFACTORIO
2023-01-17|14:40:12.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 239 Realizada|SATISFACTORIO
2023-01-17|14:40:13.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 240 Realizada|SATISFACTORIO
2023-01-17|14:40:13.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 241 Realizada|SATISFACTORIO
2023-01-17|14:40:13.260||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 242 Realizada|SATISFACTORIO
2023-01-17|14:40:13.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 243 Realizada|SATISFACTORIO
2023-01-17|14:40:13.560||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 244 Realizada|SATISFACTORIO
2023-01-17|14:40:13.700||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 245 Realizada|SATISFACTORIO
2023-01-17|14:40:13.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 246 Realizada|SATISFACTORIO
2023-01-17|14:40:13.970||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 247 Realizada|SATISFACTORIO
2023-01-17|14:40:14.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 248 Realizada|SATISFACTORIO
2023-01-17|14:40:14.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 249 Realizada|SATISFACTORIO
2023-01-17|14:40:14.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 250 Realizada|SATISFACTORIO
2023-01-17|14:40:14.510||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 251 Realizada|SATISFACTORIO
2023-01-17|14:40:14.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 252 Realizada|SATISFACTORIO
2023-01-17|14:40:14.780||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 253 Realizada|SATISFACTORIO
2023-01-17|14:40:14.900||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 254 Realizada|SATISFACTORIO
2023-01-17|14:40:15.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 255 Realizada|SATISFACTORIO
2023-01-17|14:40:15.080||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 256 Realizada|SATISFACTORIO
2023-01-17|14:40:15.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 257 Realizada|SATISFACTORIO
2023-01-17|14:40:15.260||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 258 Realizada|SATISFACTORIO
2023-01-17|14:40:15.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 259 Realizada|SATISFACTORIO
2023-01-17|14:40:15.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 260 Realizada|SATISFACTORIO
2023-01-17|14:40:15.550||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 261 Realizada|SATISFACTORIO
2023-01-17|14:40:15.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 262 Realizada|SATISFACTORIO
2023-01-17|14:40:15.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 263 Realizada|SATISFACTORIO
2023-01-17|14:40:15.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 264 Realizada|SATISFACTORIO
2023-01-17|14:40:15.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 265 Realizada|SATISFACTORIO
2023-01-17|14:40:16.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 266 Realizada|SATISFACTORIO
2023-01-17|14:40:16.120||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 267 Realizada|SATISFACTORIO
2023-01-17|14:40:16.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 268 Realizada|SATISFACTORIO
2023-01-17|14:40:16.330||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 269 Realizada|SATISFACTORIO
2023-01-17|14:40:16.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 270 Realizada|SATISFACTORIO
2023-01-17|14:40:16.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 271 Realizada|SATISFACTORIO
2023-01-17|14:40:16.620||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 272 Realizada|SATISFACTORIO
2023-01-17|14:40:16.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 273 Realizada|SATISFACTORIO
2023-01-17|14:40:16.800||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 274 Realizada|SATISFACTORIO
2023-01-17|14:40:16.890||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 275 Realizada|SATISFACTORIO
2023-01-17|14:40:16.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 276 Realizada|SATISFACTORIO
2023-01-17|14:40:17.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 277 Realizada|SATISFACTORIO
2023-01-17|14:40:17.200||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 278 Realizada|SATISFACTORIO
2023-01-17|14:40:17.290||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 279 Realizada|SATISFACTORIO
2023-01-17|14:40:17.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 280 Realizada|SATISFACTORIO
2023-01-17|14:40:17.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 281 Realizada|SATISFACTORIO
2023-01-17|14:40:17.580||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 282 Realizada|SATISFACTORIO
2023-01-17|14:40:17.670||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 283 Realizada|SATISFACTORIO
2023-01-17|14:40:17.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 284 Realizada|SATISFACTORIO
2023-01-17|14:40:17.860||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 285 Realizada|SATISFACTORIO
2023-01-17|14:40:17.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 286 Realizada|SATISFACTORIO
2023-01-17|14:40:18.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 287 Realizada|SATISFACTORIO
2023-01-17|14:40:18.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 288 Realizada|SATISFACTORIO
2023-01-17|14:40:18.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 289 Realizada|SATISFACTORIO
2023-01-17|14:40:18.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 290 Realizada|SATISFACTORIO
2023-01-17|14:40:18.450||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 291 Realizada|SATISFACTORIO
2023-01-17|14:40:18.550||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 292 Realizada|SATISFACTORIO
2023-01-17|14:40:18.690||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 293 Realizada|SATISFACTORIO
2023-01-17|14:40:18.790||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 294 Realizada|SATISFACTORIO
2023-01-17|14:40:18.880||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 295 Realizada|SATISFACTORIO
2023-01-17|14:40:18.970||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 296 Realizada|SATISFACTORIO
2023-01-17|14:40:18.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Final del proceso de validación de constancia avanzada|SATISFACTORIO
2023-01-17|14:40:18.990||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Inicio del proceso de columnas de validación|SATISFACTORIO
2023-01-17|14:40:19.730||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Fin del proceso de columnas de validación|SATISFACTORIO
2023-01-17|14:40:19.750||CREAR RUTA PDF|Inicio del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:40:19.790||CREAR RUTA PDF|Fin del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:40:19.860||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:40:19.930||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte SAP|SATISFACTORIO
2023-01-17|14:40:19.960||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte PDF|SATISFACTORIO
2023-01-17|14:40:20.020||CREAR VALIDACION REFERENCIA|Creación de columna de Validacion de Referencia|SATISFACTORIO
2023-01-17|14:40:20.030||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:40:20.090||CREAR COLUMNA FECHAS |Inicio del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:40:20.150||CREAR COLUMNA FECHAS |Fin del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:40:20.240||CREAR VALIDACION DE CONSTANCIA PDF|Inicio del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:40:20.320||CREAR VALIDACION DE CONSTANCIA PDF|FIn del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:40:20.380||CREAR COLUMNAS DE UNIDAD|Inicio del proceso de validación de UNIDAD|SATISFACTORIO
2023-01-17|14:40:20.460||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad BASE|SATISFACTORIO
2023-01-17|14:40:20.540||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad PDF |SATISFACTORIO
2023-01-17|14:40:20.610||CREAR COLUMNAS DE UNIDAD|Creación columna CODIGO UNIDAD sap|SATISFACTORIO
2023-01-17|14:40:20.680||CREAR COLUMNAS DE UNIDAD|Creación columna validación UNIDAD|SATISFACTORIO
2023-01-17|14:40:20.770||CREAR COLUMNA MONTOS PDF |Inicio del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:40:20.930||CREAR COLUMNA MONTOS PDF |añadir columna de monto de sap|SATISFACTORIO
2023-01-17|14:40:20.950||CREAR COLUMNA MONTOS PDF |añadir columna de monto de pdf|SATISFACTORIO
2023-01-17|14:40:21.030||CREAR COLUMNA MONTOS PDF |añadir columna de validación de montos pdf y sap|SATISFACTORIO
2023-01-17|14:40:21.120||CREAR COLUMNA MONTOS PDF |añadir columna de validación de constancia final|SATISFACTORIO
2023-01-17|14:40:21.130||CREAR COLUMNA MONTOS PDF |Fin del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:40:21.210||CREAR COLUMNA DE CONCILIACION FINAL|Inicio del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:40:21.330||CREAR COLUMNA DE CONCILIACION FINAL|Fin del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:40:21.410||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Inicio del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:40:21.440||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Final del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:53:37.670|||PDF #1ha sido copiado|SATISFACTORIO
2023-01-17|14:53:37.770|||PDF #2ha sido copiado|SATISFACTORIO
2023-01-17|14:53:50.690||PROCESO DE LECTURA DE PDF|Inicio del proceso de LECTURA DE PDF´S|SATISFACTORIO
2023-01-17|14:53:50.700||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:53:50.710||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|15:00:37.980||PEGADO DE REPORTE DE SAP|Inicio del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|15:00:37.990||ELIMINAR  REPORTE DE SAP|Inicio del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|15:00:38.030||ELIMINAR  REPORTE DE SAP|Final del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|15:00:39.340||PEGADO DE REPORTE DE SAP|Proceso correcto de pegado de reporte Sap|SATISFACTORIO
2023-01-17|15:00:39.350||PEGADO DE REPORTE DE SAP|Final del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|15:00:39.360||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|15:00:39.370||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
