DIA|HORA|BOT|PROCESO|COMENTARIO|ESTADO
2023-01-17|15:02:41.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 110 Realizada|SATISFACTORIO
2023-01-17|15:02:41.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 111 Realizada|SATISFACTORIO
2023-01-17|15:02:41.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 112 Realizada|SATISFACTORIO
2023-01-17|15:02:41.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 113 Realizada|SATISFACTORIO
2023-01-17|15:02:41.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 114 Realizada|SATISFACTORIO
2023-01-17|15:02:42.010||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 115 Realizada|SATISFACTORIO
2023-01-17|15:02:42.120||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 116 Realizada|SATISFACTORIO
2023-01-17|15:02:42.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 117 Realizada|SATISFACTORIO
2023-01-17|15:02:42.310||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 118 Realizada|SATISFACTORIO
2023-01-17|15:02:42.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 119 Realizada|SATISFACTORIO
2023-01-17|15:02:42.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 120 Realizada|SATISFACTORIO
2023-01-17|15:02:42.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 121 Realizada|SATISFACTORIO
2023-01-17|15:02:42.760||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 122 Realizada|SATISFACTORIO
2023-01-17|15:02:42.860||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 123 Realizada|SATISFACTORIO
2023-01-17|15:02:42.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 124 Realizada|SATISFACTORIO
2023-01-17|15:02:43.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 125 Realizada|SATISFACTORIO
2023-01-17|15:02:43.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 126 Realizada|SATISFACTORIO
2023-01-17|15:02:43.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 127 Realizada|SATISFACTORIO
2023-01-17|15:02:43.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 128 Realizada|SATISFACTORIO
2023-01-17|15:02:43.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 129 Realizada|SATISFACTORIO
2023-01-17|15:02:43.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 130 Realizada|SATISFACTORIO
2023-01-17|15:02:43.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 131 Realizada|SATISFACTORIO
2023-01-17|15:02:43.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 132 Realizada|SATISFACTORIO
2023-01-17|15:02:43.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 133 Realizada|SATISFACTORIO
2023-01-17|15:02:43.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 134 Realizada|SATISFACTORIO
2023-01-17|15:02:44.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 135 Realizada|SATISFACTORIO
2023-01-17|15:02:44.120||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 136 Realizada|SATISFACTORIO
2023-01-17|15:02:44.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 137 Realizada|SATISFACTORIO
2023-01-17|15:02:44.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 138 Realizada|SATISFACTORIO
2023-01-17|15:02:44.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 139 Realizada|SATISFACTORIO
2023-01-17|15:02:44.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 140 Realizada|SATISFACTORIO
2023-01-17|15:02:44.620||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 141 Realizada|SATISFACTORIO
2023-01-17|15:02:44.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 142 Realizada|SATISFACTORIO
2023-01-17|15:02:44.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 143 Realizada|SATISFACTORIO
2023-01-17|15:02:44.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 144 Realizada|SATISFACTORIO
2023-01-17|15:02:45.010||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 145 Realizada|SATISFACTORIO
2023-01-17|15:02:45.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 146 Realizada|SATISFACTORIO
2023-01-17|15:02:45.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 147 Realizada|SATISFACTORIO
2023-01-17|15:02:45.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 148 Realizada|SATISFACTORIO
2023-01-17|15:02:45.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 149 Realizada|SATISFACTORIO
2023-01-17|15:02:45.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 150 Realizada|SATISFACTORIO
2023-01-17|15:02:45.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 151 Realizada|SATISFACTORIO
2023-01-17|15:02:45.680||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 152 Realizada|SATISFACTORIO
2023-01-17|15:02:45.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 153 Realizada|SATISFACTORIO
2023-01-17|15:02:45.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 154 Realizada|SATISFACTORIO
2023-01-17|15:02:46.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 155 Realizada|SATISFACTORIO
2023-01-17|15:02:46.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 156 Realizada|SATISFACTORIO
2023-01-17|15:02:46.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 157 Realizada|SATISFACTORIO
2023-01-17|15:02:46.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 158 Realizada|SATISFACTORIO
2023-01-17|15:02:46.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 159 Realizada|SATISFACTORIO
2023-01-17|15:02:46.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 160 Realizada|SATISFACTORIO
2023-01-17|15:02:46.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 161 Realizada|SATISFACTORIO
2023-01-17|15:02:46.700||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 162 Realizada|SATISFACTORIO
2023-01-17|15:02:46.800||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 163 Realizada|SATISFACTORIO
2023-01-17|15:02:46.890||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 164 Realizada|SATISFACTORIO
2023-01-17|15:02:46.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 165 Realizada|SATISFACTORIO
2023-01-17|15:02:47.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 166 Realizada|SATISFACTORIO
2023-01-17|15:02:47.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 167 Realizada|SATISFACTORIO
2023-01-17|15:02:47.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 168 Realizada|SATISFACTORIO
2023-01-17|15:02:47.370||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 169 Realizada|SATISFACTORIO
2023-01-17|15:02:47.450||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 170 Realizada|SATISFACTORIO
2023-01-17|15:02:47.550||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 171 Realizada|SATISFACTORIO
2023-01-17|15:02:47.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 172 Realizada|SATISFACTORIO
2023-01-17|15:02:47.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 173 Realizada|SATISFACTORIO
2023-01-17|15:02:47.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 174 Realizada|SATISFACTORIO
2023-01-17|15:02:47.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 175 Realizada|SATISFACTORIO
2023-01-17|15:02:48.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 176 Realizada|SATISFACTORIO
2023-01-17|15:02:48.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 177 Realizada|SATISFACTORIO
2023-01-17|15:02:48.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 178 Realizada|SATISFACTORIO
2023-01-17|15:02:48.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 179 Realizada|SATISFACTORIO
2023-01-17|15:02:48.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 180 Realizada|SATISFACTORIO
2023-01-17|15:02:48.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 181 Realizada|SATISFACTORIO
2023-01-17|15:02:48.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 182 Realizada|SATISFACTORIO
2023-01-17|15:02:48.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 183 Realizada|SATISFACTORIO
2023-01-17|15:02:48.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 184 Realizada|SATISFACTORIO
2023-01-17|15:02:48.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 185 Realizada|SATISFACTORIO
2023-01-17|15:02:49.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 186 Realizada|SATISFACTORIO
2023-01-17|15:02:49.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 187 Realizada|SATISFACTORIO
2023-01-17|15:02:49.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 188 Realizada|SATISFACTORIO
2023-01-17|15:02:49.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 189 Realizada|SATISFACTORIO
2023-01-17|15:02:49.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 190 Realizada|SATISFACTORIO
2023-01-17|15:02:49.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 191 Realizada|SATISFACTORIO
2023-01-17|15:02:49.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 192 Realizada|SATISFACTORIO
2023-01-17|15:02:49.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 193 Realizada|SATISFACTORIO
2023-01-17|15:02:49.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 194 Realizada|SATISFACTORIO
2023-01-17|15:02:49.960||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 195 Realizada|SATISFACTORIO
2023-01-17|15:02:50.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 196 Realizada|SATISFACTORIO
2023-01-17|15:02:50.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 197 Realizada|SATISFACTORIO
2023-01-17|15:02:50.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 198 Realizada|SATISFACTORIO
2023-01-17|15:02:50.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 199 Realizada|SATISFACTORIO
2023-01-17|15:02:50.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 200 Realizada|SATISFACTORIO
2023-01-17|15:02:50.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 201 Realizada|SATISFACTORIO
2023-01-17|15:02:50.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 202 Realizada|SATISFACTORIO
2023-01-17|15:02:50.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 203 Realizada|SATISFACTORIO
2023-01-17|15:02:50.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 204 Realizada|SATISFACTORIO
2023-01-17|15:02:50.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 205 Realizada|SATISFACTORIO
2023-01-17|15:02:50.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 206 Realizada|SATISFACTORIO
2023-01-17|15:02:51.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 207 Realizada|SATISFACTORIO
2023-01-17|15:02:51.100||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 208 Realizada|SATISFACTORIO
2023-01-17|15:02:51.200||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 209 Realizada|SATISFACTORIO
2023-01-17|15:02:51.290||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 210 Realizada|SATISFACTORIO
2023-01-17|15:02:51.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 211 Realizada|SATISFACTORIO
2023-01-17|15:02:51.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 212 Realizada|SATISFACTORIO
2023-01-17|15:02:51.580||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 213 Realizada|SATISFACTORIO
2023-01-17|15:02:51.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 214 Realizada|SATISFACTORIO
2023-01-17|15:02:51.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 215 Realizada|SATISFACTORIO
2023-01-17|15:02:51.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 216 Realizada|SATISFACTORIO
2023-01-17|15:02:51.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 217 Realizada|SATISFACTORIO
2023-01-17|15:02:52.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 218 Realizada|SATISFACTORIO
2023-01-17|15:02:52.120||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 219 Realizada|SATISFACTORIO
2023-01-17|15:02:52.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 220 Realizada|SATISFACTORIO
2023-01-17|15:02:52.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 221 Realizada|SATISFACTORIO
2023-01-17|15:02:52.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 222 Realizada|SATISFACTORIO
2023-01-17|15:02:52.520||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 223 Realizada|SATISFACTORIO
2023-01-17|15:02:52.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 224 Realizada|SATISFACTORIO
2023-01-17|15:02:52.720||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 225 Realizada|SATISFACTORIO
2023-01-17|15:02:52.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 226 Realizada|SATISFACTORIO
2023-01-17|15:02:52.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 227 Realizada|SATISFACTORIO
2023-01-17|15:02:53.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 228 Realizada|SATISFACTORIO
2023-01-17|15:02:53.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 229 Realizada|SATISFACTORIO
2023-01-17|15:02:53.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 230 Realizada|SATISFACTORIO
2023-01-17|15:02:53.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 231 Realizada|SATISFACTORIO
2023-01-17|15:02:53.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 232 Realizada|SATISFACTORIO
2023-01-17|15:02:53.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 233 Realizada|SATISFACTORIO
2023-01-17|15:02:53.670||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 234 Realizada|SATISFACTORIO
2023-01-17|15:02:53.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 235 Realizada|SATISFACTORIO
2023-01-17|15:02:53.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 236 Realizada|SATISFACTORIO
2023-01-17|15:02:54.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 237 Realizada|SATISFACTORIO
2023-01-17|15:02:54.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 238 Realizada|SATISFACTORIO
2023-01-17|15:02:54.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 239 Realizada|SATISFACTORIO
2023-01-17|15:02:54.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 240 Realizada|SATISFACTORIO
2023-01-17|15:02:54.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 241 Realizada|SATISFACTORIO
2023-01-17|15:02:54.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 242 Realizada|SATISFACTORIO
2023-01-17|15:02:54.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 243 Realizada|SATISFACTORIO
2023-01-17|15:02:55.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 244 Realizada|SATISFACTORIO
2023-01-17|15:02:55.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 245 Realizada|SATISFACTORIO
2023-01-17|15:02:55.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 246 Realizada|SATISFACTORIO
2023-01-17|15:02:55.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 247 Realizada|SATISFACTORIO
2023-01-17|15:02:55.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 248 Realizada|SATISFACTORIO
2023-01-17|15:02:55.730||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 249 Realizada|SATISFACTORIO
2023-01-17|15:02:55.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 250 Realizada|SATISFACTORIO
2023-01-17|15:02:55.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 251 Realizada|SATISFACTORIO
2023-01-17|15:02:55.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 252 Realizada|SATISFACTORIO
2023-01-17|15:02:56.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 253 Realizada|SATISFACTORIO
2023-01-17|15:02:56.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 254 Realizada|SATISFACTORIO
2023-01-17|15:02:56.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 255 Realizada|SATISFACTORIO
2023-01-17|15:02:56.330||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 256 Realizada|SATISFACTORIO
2023-01-17|15:02:56.420||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 257 Realizada|SATISFACTORIO
2023-01-17|15:02:56.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 258 Realizada|SATISFACTORIO
2023-01-17|15:02:56.600||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 259 Realizada|SATISFACTORIO
2023-01-17|15:02:56.680||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 260 Realizada|SATISFACTORIO
2023-01-17|15:02:56.780||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 261 Realizada|SATISFACTORIO
2023-01-17|15:02:56.860||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 262 Realizada|SATISFACTORIO
2023-01-17|15:02:56.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 263 Realizada|SATISFACTORIO
2023-01-17|15:02:57.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 264 Realizada|SATISFACTORIO
2023-01-17|15:02:57.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 265 Realizada|SATISFACTORIO
2023-01-17|15:02:57.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 266 Realizada|SATISFACTORIO
2023-01-17|15:02:57.320||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 267 Realizada|SATISFACTORIO
2023-01-17|15:02:57.440||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 268 Realizada|SATISFACTORIO
2023-01-17|15:02:57.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 269 Realizada|SATISFACTORIO
2023-01-17|15:02:57.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 270 Realizada|SATISFACTORIO
2023-01-17|15:02:57.760||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 271 Realizada|SATISFACTORIO
2023-01-17|15:02:57.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 272 Realizada|SATISFACTORIO
2023-01-17|15:02:57.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 273 Realizada|SATISFACTORIO
2023-01-17|15:02:58.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 274 Realizada|SATISFACTORIO
2023-01-17|15:02:58.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 275 Realizada|SATISFACTORIO
2023-01-17|15:02:58.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 276 Realizada|SATISFACTORIO
2023-01-17|15:02:58.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 277 Realizada|SATISFACTORIO
2023-01-17|15:02:58.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 278 Realizada|SATISFACTORIO
2023-01-17|15:02:58.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 279 Realizada|SATISFACTORIO
2023-01-17|15:02:58.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 280 Realizada|SATISFACTORIO
2023-01-17|15:02:58.700||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 281 Realizada|SATISFACTORIO
2023-01-17|15:02:58.790||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 282 Realizada|SATISFACTORIO
2023-01-17|15:02:58.890||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 283 Realizada|SATISFACTORIO
2023-01-17|15:02:58.990||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 284 Realizada|SATISFACTORIO
2023-01-17|15:02:59.090||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 285 Realizada|SATISFACTORIO
2023-01-17|15:02:59.190||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 286 Realizada|SATISFACTORIO
2023-01-17|15:02:59.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 287 Realizada|SATISFACTORIO
2023-01-17|15:02:59.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 288 Realizada|SATISFACTORIO
2023-01-17|15:02:59.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 289 Realizada|SATISFACTORIO
2023-01-17|15:02:59.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 290 Realizada|SATISFACTORIO
2023-01-17|15:02:59.720||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 291 Realizada|SATISFACTORIO
2023-01-17|15:02:59.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 292 Realizada|SATISFACTORIO
2023-01-17|15:02:59.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 293 Realizada|SATISFACTORIO
2023-01-17|15:02:59.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 294 Realizada|SATISFACTORIO
2023-01-17|15:03:00.100||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 295 Realizada|SATISFACTORIO
2023-01-17|15:03:00.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 296 Realizada|SATISFACTORIO
2023-01-17|15:03:00.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Final del proceso de validación de constancia avanzada|SATISFACTORIO
2023-01-17|15:03:00.230||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Inicio del proceso de columnas de validación|SATISFACTORIO
2023-01-17|15:03:01.020||ELIMINAR COLUMNAS VALIDADAS EXISTENTES|Fin del proceso de columnas de validación|SATISFACTORIO
2023-01-17|15:03:01.040||CREAR RUTA PDF|Inicio del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|15:03:01.070||CREAR RUTA PDF|Fin del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|15:03:01.130||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|15:03:01.200||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte SAP|SATISFACTORIO
2023-01-17|15:03:01.210||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte PDF|SATISFACTORIO
2023-01-17|15:03:01.270||CREAR VALIDACION REFERENCIA|Creación de columna de Validacion de Referencia|SATISFACTORIO
2023-01-17|15:03:01.280||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|15:03:01.350||CREAR COLUMNA FECHAS |Inicio del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|15:03:01.410||CREAR COLUMNA FECHAS |Fin del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|15:03:01.490||CREAR VALIDACION DE CONSTANCIA PDF|Inicio del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|15:03:01.570||CREAR VALIDACION DE CONSTANCIA PDF|FIn del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|15:03:01.640||CREAR COLUMNAS DE UNIDAD|Inicio del proceso de validación de UNIDAD|SATISFACTORIO
2023-01-17|15:03:01.730||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad BASE|SATISFACTORIO
2023-01-17|15:03:01.820||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad PDF |SATISFACTORIO
2023-01-17|15:03:01.880||CREAR COLUMNAS DE UNIDAD|Creación columna CODIGO UNIDAD sap|SATISFACTORIO
2023-01-17|15:03:01.940||CREAR COLUMNAS DE UNIDAD|Creación columna validación UNIDAD|SATISFACTORIO
2023-01-17|15:03:02.050||CREAR COLUMNA MONTOS PDF |Inicio del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|15:03:02.220||CREAR COLUMNA MONTOS PDF |añadir columna de monto de sap|SATISFACTORIO
2023-01-17|15:03:02.240||CREAR COLUMNA MONTOS PDF |añadir columna de monto de pdf|SATISFACTORIO
2023-01-17|15:03:02.320||CREAR COLUMNA MONTOS PDF |añadir columna de validación de montos pdf y sap|SATISFACTORIO
2023-01-17|15:03:02.390||CREAR COLUMNA MONTOS PDF |añadir columna de validación de constancia final|SATISFACTORIO
2023-01-17|15:03:02.400||CREAR COLUMNA MONTOS PDF |Fin del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|15:03:02.460||CREAR COLUMNA DE CONCILIACION FINAL|Inicio del proceso de concialiación final|SATISFACTORIO
